,Label,Location,Price,Kms_driven,Fuel_type,Owner,Year,Company
526,1,1.0,590000,39226,1,0.0,2016,1.0
527,1,1.0,740000,33901,1,0.0,2019,1.0
528,0,1.0,640099,32877,1,2.0,2019,2.0
529,0,1.0,575099,17283,1,2.0,2019,1.0
530,0,1.0,1081899,86033,2,1.0,2018,1.0
531,0,1.0,726399,17419,1,2.0,2018,10.0
532,0,1.0,480399,24416,1,2.0,2019,1.0
533,0,1.0,369599,26700,1,2.0,2017,6.0
534,0,1.0,451399,28979,1,1.0,2014,1.0
535,0,1.0,494099,27150,1,1.0,2019,1.0
536,0,1.0,1240899,3195,1,1.0,2020,4.0
537,0,1.0,286199,26761,1,1.0,2013,2.0
538,0,1.0,509399,71992,1,2.0,2017,2.0
539,0,1.0,378099,27239,1,2.0,2016,1.0
540,0,1.0,586699,36244,1,2.0,2016,3.0
541,0,1.0,906899,69807,2,2.0,2019,1.0
542,0,1.0,882199,31803,2,2.0,2019,1.0
543,0,1.0,507999,92373,1,1.0,2015,3.0
545,1,1.0,825000,46000,2,0.0,2016,4.0
546,1,1.0,557699,72000,2,0.0,2017,2.0
548,1,1.0,475000,59000,1,0.0,2016,2.0
549,1,1.0,1325000,72000,2,0.0,2017,2.0
550,1,1.0,1245000,56000,2,0.0,2017,2.0
551,1,1.0,975000,87000,2,0.0,2014,7.0
552,0,1.0,782999,59612,2,2.0,2016,1.0
553,0,1.0,623399,30212,1,2.0,2014,4.0
554,0,1.0,548699,18113,1,2.0,2018,1.0
555,0,1.0,397099,48435,1,2.0,2018,1.0
556,0,1.0,392099,29297,1,1.0,2015,1.0
557,0,1.0,354599,53525,1,2.0,2012,1.0
558,0,1.0,719599,15890,1,1.0,2018,3.0
559,0,1.0,834099,31694,1,1.0,2019,3.0
560,0,1.0,365899,36279,1,2.0,2017,1.0
561,0,1.0,400899,33349,1,1.0,2015,2.0
562,0,1.0,320199,103182,1,1.0,2012,8.0
563,0,1.0,457399,63048,1,2.0,2016,2.0
564,0,1.0,717699,26358,1,2.0,2017,1.0
565,0,1.0,417299,18932,1,1.0,2017,1.0
566,0,1.0,323199,20369,1,2.0,2018,1.0
567,0,1.0,633999,58769,1,1.0,2016,3.0
568,1,1.0,600000,52000,2,0.0,2016,4.0
569,1,1.0,795000,15000,1,0.0,2019,10.0
570,1,1.0,1000000,70000,2,0.0,2019,1.0
571,1,1.0,385000,52000,1,0.0,2012,2.0
572,1,1.0,395000,32000,1,0.0,2013,2.0
573,1,1.0,1750000,155000,2,0.0,2015,8.0
574,1,1.0,600000,50000,1,0.0,2017,1.0
575,1,34.0,330000,120000,2,0.0,2015,7.0
576,0,1.0,875999,123920,2,1.0,2017,2.0
577,0,1.0,309399,17900,1,3.0,2016,2.0
578,0,1.0,658999,31041,1,1.0,2017,1.0
579,0,1.0,514099,61875,1,2.0,2018,1.0
580,0,1.0,672899,29210,1,2.0,2016,2.0
581,0,1.0,620099,35826,2,1.0,2016,7.0
582,0,1.0,733999,29364,1,2.0,2019,4.0
583,0,1.0,664699,16304,1,1.0,2021,6.0
584,0,1.0,454299,95731,1,2.0,2015,1.0
585,0,1.0,357499,31011,1,2.0,2010,1.0
586,0,1.0,447599,30601,1,1.0,2014,1.0
587,0,1.0,422299,14568,1,1.0,2019,1.0
588,0,1.0,449699,89559,1,2.0,2012,8.0
589,0,1.0,493499,48834,1,2.0,2014,2.0
590,0,1.0,605699,74190,2,2.0,2014,2.0
591,0,1.0,755099,43077,1,2.0,2016,4.0
592,1,1.0,490000,58000,1,0.0,2015,1.0
593,1,1.0,450000,99000,1,0.0,2011,3.0
594,1,1.0,160000,88500,2,0.0,2009,5.0
595,1,1.0,215000,85000,2,0.0,2012,25.0
596,1,1.0,1150000,29000,1,0.0,2019,3.0
597,1,1.0,349000,65000,1,0.0,2015,1.0
598,1,18.0,1401000,16000,1,1.0,2020,9.0
599,1,12.0,1401000,16000,1,1.0,2020,9.0
600,0,1.0,432699,17981,1,2.0,2018,1.0
601,0,1.0,418599,20780,1,2.0,2018,1.0
602,0,1.0,275799,56719,1,2.0,2014,1.0
603,0,1.0,456199,31108,1,2.0,2015,1.0
604,0,1.0,728499,33611,1,2.0,2016,3.0
605,0,1.0,431599,43700,1,2.0,2019,1.0
606,0,1.0,533099,49920,1,2.0,2017,1.0
607,0,1.0,451399,57338,1,1.0,2014,1.0
608,0,1.0,840699,23096,1,1.0,2020,2.0
609,0,1.0,486499,48732,1,1.0,2016,1.0
610,0,1.0,450199,67924,1,1.0,2012,3.0
611,0,1.0,418999,30418,1,2.0,2014,1.0
612,0,1.0,621299,50593,1,2.0,2014,3.0
613,0,1.0,508399,136381,1,2.0,2016,2.0
614,0,1.0,390999,46943,1,2.0,2015,1.0
615,0,1.0,675099,36277,1,2.0,2017,1.0
617,1,18.0,1501000,5600,2,1.0,2021,12.0
618,1,6.0,825000,44000,2,0.0,2019,1.0
619,1,6.0,1100000,40000,1,0.0,2019,1.0
620,1,12.0,1501000,5600,2,1.0,2021,12.0
621,1,12.0,130000,45000,1,2.0,2007,1.0
622,1,1.0,325000,150000,2,0.0,2012,8.0
623,1,1.0,210000,90000,2,0.0,2016,5.0
624,0,1.0,464199,70359,2,2.0,2015,2.0
625,0,1.0,343999,42205,1,2.0,2017,2.0
626,0,1.0,441499,60539,1,2.0,2015,15.0
627,0,1.0,684999,16533,1,2.0,2019,1.0
628,0,1.0,815399,26596,1,2.0,2017,10.0
629,0,1.0,468999,30912,1,2.0,2016,2.0
630,0,1.0,1194799,17951,2,2.0,2019,2.0
631,0,1.0,599899,36928,1,2.0,2015,10.0
632,0,1.0,710199,22854,1,2.0,2018,1.0
633,0,1.0,474399,89156,1,1.0,2014,2.0
634,0,1.0,701399,41999,1,2.0,2019,1.0
635,0,1.0,834599,66145,1,2.0,2017,3.0
636,0,1.0,333699,29157,1,2.0,2017,1.0
637,0,1.0,349799,33882,1,2.0,2017,2.0
638,0,1.0,286199,29379,1,2.0,2013,2.0
639,0,1.0,386699,17352,1,2.0,2019,1.0
641,1,1.0,695000,16189,1,0.0,2020,1.0
642,1,1.0,695000,41341,2,0.0,2018,1.0
643,1,1.0,550000,62000,2,0.0,2019,5.0
644,1,1.0,557699,32000,1,1.0,2019,1.0
645,1,9.0,1300000,19000,2,1.0,2021,2.0
646,1,8.0,225000,56000,1,0.0,2011,1.0
647,1,1.0,250000,91000,1,0.0,2010,1.0
648,0,1.0,659199,13486,1,1.0,2019,6.0
649,0,1.0,572599,33562,1,2.0,2018,2.0
650,0,1.0,1171199,13691,1,2.0,2018,2.0
651,0,1.0,557199,31980,1,2.0,2017,2.0
652,0,1.0,531399,69526,1,2.0,2016,2.0
653,0,1.0,426199,21492,1,2.0,2016,1.0
654,0,1.0,432999,47425,1,1.0,2016,1.0
655,0,1.0,458399,40988,1,2.0,2016,2.0
656,0,1.0,1465199,51983,2,2.0,2018,11.0
657,0,1.0,783099,69376,2,2.0,2018,1.0
658,0,1.0,562399,33094,1,2.0,2017,1.0
659,0,1.0,529199,26237,1,3.0,2017,5.0
660,0,1.0,447199,42415,1,1.0,2015,3.0
661,0,1.0,944099,112308,2,2.0,2016,2.0
662,0,1.0,452099,61427,1,1.0,2017,1.0
663,0,1.0,1917599,10205,2,2.0,2019,9.0
664,1,1.0,179000,67000,1,0.0,2011,1.0
666,1,6.0,425000,53000,2,0.0,2013,1.0
667,1,7.0,550000,59888,1,0.0,2017,1.0
668,1,7.0,795000,58492,1,1.0,2018,1.0
669,1,6.0,350888,45000,1,1.0,2011,3.0
670,1,6.0,275000,48000,2,0.0,2012,1.0
671,1,1.0,890000,34000,1,0.0,2018,5.0
672,0,1.0,580599,75691,2,2.0,2017,1.0
673,0,1.0,223299,84301,1,3.0,2013,1.0
674,0,1.0,600399,38346,1,2.0,2019,5.0
675,0,1.0,367399,41530,1,2.0,2017,1.0
676,0,1.0,704099,23049,1,2.0,2017,4.0
677,0,1.0,377899,74510,1,1.0,2016,1.0
678,0,1.0,458699,20141,1,2.0,2016,1.0
679,0,1.0,566199,85860,1,2.0,2015,4.0
680,0,1.0,594599,63133,2,1.0,2017,1.0
681,0,1.0,678699,71894,1,2.0,2018,1.0
682,0,1.0,883099,95627,2,2.0,2017,6.0
683,0,1.0,578099,75324,2,2.0,2014,4.0
684,0,1.0,305899,64611,1,2.0,2015,1.0
685,0,1.0,457399,77128,1,3.0,2016,1.0
686,0,1.0,316799,36306,1,1.0,2016,1.0
687,0,1.0,399999,83803,1,1.0,2011,2.0
688,1,6.0,1100000,44000,2,1.0,2018,7.0
689,1,1.0,325000,108000,2,0.0,2018,7.0
690,1,1.0,550000,55000,2,0.0,2018,2.0
691,1,6.0,990888,700,1,1.0,2020,3.0
692,1,12.0,480000,25,2,0.0,2020,7.0
693,1,7.0,500000,258,1,0.0,2018,1.0
694,1,1.0,390000,81152,2,0.0,2011,1.0
695,1,1.0,1750000,155000,2,0.0,2015,8.0
696,0,1.0,399999,83803,1,1.0,2011,2.0
697,0,1.0,841499,75398,1,2.0,2017,2.0
698,0,1.0,1016899,42317,1,1.0,2017,3.0
699,0,1.0,748599,60214,2,2.0,2018,1.0
700,0,1.0,622099,58861,2,2.0,2017,1.0
701,0,1.0,530699,27995,1,2.0,2016,10.0
702,0,1.0,471899,61018,1,2.0,2017,1.0
703,0,1.0,505399,67109,1,2.0,2015,1.0
704,0,1.0,460299,81811,1,2.0,2017,1.0
705,0,1.0,683999,27357,1,1.0,2017,2.0
706,0,1.0,639699,53293,1,3.0,2018,10.0
707,0,1.0,510499,45260,1,2.0,2017,1.0
708,0,1.0,1185499,3139,1,2.0,2019,2.0
709,0,1.0,471899,44690,1,1.0,2017,1.0
710,0,1.0,579899,13858,1,1.0,2019,2.0
711,0,1.0,333699,25256,1,2.0,2017,1.0
712,1,1.0,385000,94000,2,0.0,2012,2.0
713,1,9.0,590000,44100,7,1.0,2016,1.0
714,1,6.0,375888,47000,1,1.0,2016,3.0
715,1,6.0,775000,126000,2,0.0,2012,2.0
716,1,6.0,778888,46000,2,1.0,2015,7.0
717,1,6.0,1850000,75000,2,0.0,2014,16.0
719,1,6.0,1750000,86000,2,2.0,2012,20.0
720,0,1.0,582899,15227,1,1.0,2017,10.0
721,0,1.0,414099,87375,2,1.0,2014,10.0
722,0,1.0,516599,7679,1,2.0,2020,1.0
723,0,1.0,366299,48378,1,1.0,2016,1.0
724,0,1.0,375899,54645,1,1.0,2014,1.0
725,0,1.0,493899,7211,1,1.0,2019,1.0
726,0,1.0,311399,37217,1,2.0,2017,17.0
727,0,1.0,493899,32372,1,1.0,2019,1.0
728,0,1.0,501999,37947,1,2.0,2018,1.0
729,0,1.0,409399,51886,1,2.0,2014,2.0
730,0,1.0,1737899,43187,2,2.0,2018,8.0
731,0,1.0,583999,33616,2,1.0,2015,2.0
732,0,1.0,654299,91087,2,1.0,2015,10.0
733,0,1.0,986699,26372,1,2.0,2018,4.0
734,0,1.0,414199,58762,1,1.0,2014,1.0
735,0,1.0,588099,101920,2,2.0,2016,2.0
736,1,8.0,490000,44000,1,0.0,2014,1.0
737,1,8.0,225000,85000,2,0.0,2007,7.0
738,1,8.0,775000,64000,2,0.0,2017,1.0
739,1,8.0,1050000,13000,2,0.0,2021,12.0
740,1,8.0,425000,76000,2,0.0,2015,3.0
741,1,8.0,275000,45000,1,0.0,2015,1.0
742,1,8.0,875000,63088,2,0.0,2019,5.0
743,1,1.0,250000,54123,1,0.0,2013,1.0
744,0,1.0,567399,35140,1,2.0,2015,2.0
745,0,1.0,805099,50842,2,2.0,2018,1.0
746,0,1.0,492199,43412,1,1.0,2015,3.0
747,0,1.0,495799,46201,1,1.0,2016,3.0
748,0,1.0,1113599,63626,2,2.0,2017,1.0
749,0,1.0,299999,18251,1,1.0,2016,1.0
750,0,1.0,592099,41019,1,2.0,2016,1.0
751,0,1.0,322299,46463,1,1.0,2015,6.0
752,0,1.0,481999,20110,1,2.0,2017,6.0
753,0,1.0,534599,17364,1,2.0,2016,2.0
754,0,1.0,1681899,6760,1,2.0,2020,9.0
755,0,1.0,429599,35109,1,2.0,2016,1.0
756,0,1.0,723799,44266,1,2.0,2018,3.0
757,0,1.0,563299,39156,1,2.0,2017,10.0
758,0,1.0,214199,57993,1,3.0,2011,1.0
759,0,1.0,319399,51573,1,2.0,2015,1.0
760,1,1.0,180000,88000,1,0.0,2011,19.0
761,1,1.0,415000,67000,1,0.0,2014,2.0
762,1,1.0,350000,73000,2,0.0,2011,1.0
763,1,6.0,430000,39000,1,0.0,2015,2.0
764,1,35.0,450000,87500,2,0.0,2012,7.0
765,1,16.0,325000,86000,1,0.0,2006,3.0
766,1,1.0,565000,19900,1,0.0,2017,2.0
767,1,6.0,880000,22000,2,0.0,2013,15.0
768,0,1.0,810399,78329,2,2.0,2016,1.0
769,0,1.0,788999,61977,2,1.0,2016,1.0
770,0,1.0,508799,58640,2,1.0,2016,7.0
771,0,1.0,457099,40650,1,1.0,2018,6.0
772,0,1.0,612899,19121,1,2.0,2019,10.0
773,0,1.0,684099,85893,2,2.0,2016,4.0
774,0,1.0,716699,9874,1,2.0,2019,6.0
775,0,1.0,501599,25202,1,1.0,2016,2.0
776,0,1.0,509699,95999,1,2.0,2016,2.0
777,0,1.0,337799,49074,1,2.0,2014,1.0
778,0,1.0,852399,52439,1,2.0,2017,2.0
779,0,1.0,1784699,10813,2,1.0,2020,7.0
780,0,1.0,778199,127971,1,2.0,2016,2.0
781,0,1.0,705099,114108,2,2.0,2018,1.0
782,0,1.0,557599,52030,2,2.0,2017,2.0
783,0,1.0,1518099,44721,2,2.0,2018,7.0
784,1,6.0,1190000,50000,2,0.0,2018,7.0
785,1,6.0,590000,95000,2,0.0,2011,14.0
786,1,6.0,1980000,17000,2,0.0,2020,5.0
787,1,1.0,1350000,52500,2,0.0,2018,7.0
788,1,13.0,1059000,49000,1,3.0,2010,13.0
789,1,6.0,185000,55000,1,1.0,2011,1.0
790,1,1.0,710000,81500,2,0.0,2014,7.0
791,1,6.0,1948888,10000,2,1.0,2013,18.0
793,0,1.0,626199,68519,1,1.0,2014,3.0
794,0,1.0,236099,64011,1,1.0,2015,5.0
795,0,1.0,430499,13598,1,1.0,2021,1.0
796,0,1.0,442799,47037,1,2.0,2014,1.0
797,0,1.0,1373699,69711,1,2.0,2018,2.0
798,0,1.0,589299,49189,1,2.0,2015,2.0
799,0,1.0,298199,18368,1,1.0,2016,1.0
800,0,1.0,1508799,16874,2,2.0,2020,5.0
801,0,1.0,473699,24484,1,2.0,2019,1.0
802,0,1.0,656299,20688,1,2.0,2019,1.0
803,0,1.0,345799,24065,1,2.0,2016,1.0
804,0,1.0,584599,22609,1,2.0,2018,2.0
805,0,1.0,786799,56523,2,2.0,2017,14.0
806,0,1.0,624799,48031,1,2.0,2018,2.0
807,0,1.0,472399,45578,1,1.0,2016,2.0
808,1,6.0,408888,70070,2,1.0,2012,2.0
809,1,6.0,288888,28000,1,1.0,2015,2.0
810,1,6.0,198888,30030,2,1.0,2013,25.0
811,1,6.0,898888,25000,2,1.0,2011,4.0
812,1,6.0,1148888,8000,2,1.0,2013,13.0
813,1,1.0,79000,53000,1,0.0,2010,25.0
814,1,1.0,97000,68000,1,0.0,2007,3.0
815,1,1.0,135000,58000,1,0.0,2007,2.0
816,0,1.0,687199,28648,1,1.0,2016,2.0
817,0,1.0,387099,59819,1,2.0,2015,2.0
818,0,1.0,650599,19574,1,2.0,2018,1.0
819,0,1.0,1705799,46337,2,2.0,2019,5.0
820,0,1.0,526899,73563,1,1.0,2015,10.0
821,0,1.0,612799,51428,1,2.0,2016,3.0
822,0,1.0,269099,95754,1,2.0,2016,1.0
823,0,1.0,1952199,34533,2,2.0,2019,5.0
824,0,1.0,646299,50154,1,2.0,2016,1.0
825,0,1.0,425899,23492,1,2.0,2016,1.0
826,0,1.0,496399,37739,1,2.0,2017,1.0
827,0,1.0,393799,46178,1,3.0,2015,1.0
828,0,1.0,619599,42893,1,1.0,2017,1.0
829,0,1.0,423599,57875,5,2.0,2019,1.0
830,0,1.0,831999,4832,1,2.0,2020,2.0
831,0,1.0,695099,27805,1,2.0,2019,6.0
832,1,12.0,390000,71000,2,1.0,2014,2.0
833,1,1.0,1350000,140000,2,0.0,2013,8.0
834,1,1.0,1350000,70000,2,0.0,2014,8.0
835,1,1.0,250000,75000,1,0.0,2008,3.0
836,1,1.0,145000,57000,1,0.0,2009,1.0
837,1,1.0,980000,57000,2,0.0,2018,1.0
838,1,1.0,980000,91000,2,0.0,2018,2.0
839,1,11.0,195000,86000,1,0.0,2009,2.0
840,0,1.0,261499,68844,1,2.0,2013,1.0
841,0,1.0,649699,37070,1,1.0,2017,3.0
842,0,1.0,494099,20393,1,2.0,2017,2.0
843,0,1.0,313399,22244,1,2.0,2017,1.0
845,0,1.0,552799,64707,1,2.0,2015,2.0
846,0,1.0,490099,52149,1,2.0,2013,4.0
847,0,1.0,638599,11203,1,2.0,2017,2.0
848,0,1.0,374799,18071,1,2.0,2015,1.0
849,0,1.0,517499,81412,1,2.0,2016,2.0
850,0,1.0,553899,41912,1,2.0,2016,1.0
851,0,1.0,579199,32516,1,2.0,2016,1.0
852,0,1.0,531999,41552,1,2.0,2015,2.0
853,0,1.0,496199,21790,1,1.0,2018,2.0
854,0,1.0,659099,34010,1,2.0,2019,1.0
855,0,1.0,534799,50050,1,2.0,2016,2.0
856,1,1.0,950000,2000,1,0.0,2019,1.0
857,1,11.0,265000,71000,1,0.0,2010,1.0
858,1,1.0,650000,52000,2,0.0,2015,2.0
859,1,1.0,650000,35000,1,0.0,2018,1.0
860,1,1.0,290000,41000,1,0.0,2016,6.0
861,1,1.0,74999,125000,2,0.0,2003,5.0
862,1,1.0,155000,85000,1,0.0,2006,1.0
863,1,1.0,69000,85000,1,0.0,2005,25.0
864,0,1.0,496199,21790,1,1.0,2018,2.0
865,0,1.0,298599,75822,1,1.0,2011,1.0
866,0,1.0,490199,28589,1,1.0,2016,5.0
867,0,1.0,422999,15883,1,2.0,2017,6.0
868,0,1.0,656399,63648,1,1.0,2016,2.0
870,0,1.0,1113299,13829,1,2.0,2019,1.0
871,0,1.0,608399,28361,1,1.0,2016,1.0
872,0,1.0,587399,77960,1,1.0,2017,2.0
873,0,1.0,449699,33473,1,2.0,2015,1.0
874,0,1.0,464899,29052,1,2.0,2019,1.0
875,0,1.0,302699,68041,1,2.0,2017,1.0
876,0,1.0,583299,61361,1,2.0,2015,1.0
877,0,1.0,877999,32218,1,2.0,2018,3.0
878,0,1.0,398499,28579,1,1.0,2016,2.0
879,0,1.0,529399,51343,1,2.0,2017,2.0
880,1,1.0,69000,85000,1,0.0,2005,25.0
881,1,7.0,700000,86868,1,0.0,2016,3.0
882,1,1.0,79000,85000,1,0.0,2002,2.0
883,1,1.0,390000,77000,1,0.0,2012,1.0
884,1,1.0,950000,35500,1,1.0,2017,3.0
885,1,1.0,725000,19942,1,0.0,2019,8.0
886,1,1.0,439000,16000,1,1.0,2012,2.0
887,1,40.0,1069999,54000,3,1.0,2018,3.0
888,0,1.0,422299,17357,1,2.0,2019,6.0
889,0,1.0,589999,14517,1,2.0,2017,4.0
890,0,1.0,661299,13517,1,1.0,2017,1.0
891,0,1.0,429099,42302,1,1.0,2017,1.0
892,0,1.0,389399,65783,1,2.0,2015,1.0
893,0,1.0,629799,138716,2,2.0,2015,6.0
894,0,1.0,397299,43339,1,1.0,2013,2.0
895,0,1.0,546399,19526,1,2.0,2018,1.0
896,0,1.0,412999,25673,1,1.0,2016,1.0
897,0,1.0,402799,93304,1,2.0,2016,1.0
898,0,1.0,915699,94409,2,2.0,2019,2.0
899,0,1.0,361499,66799,1,0.0,2014,1.0
900,0,1.0,357899,27339,1,2.0,2016,2.0
901,0,1.0,475399,9095,1,2.0,2018,6.0
902,0,1.0,485299,21934,1,1.0,2019,1.0
903,0,1.0,643599,51706,1,2.0,2016,1.0
904,1,24.0,1069999,54000,3,1.0,2018,3.0
905,1,19.0,1069999,54000,3,1.0,2018,3.0
906,1,20.0,1069999,54000,3,1.0,2018,3.0
907,1,1.0,255000,90000,1,0.0,2009,2.0
908,1,22.0,1500000,85000,2,0.0,2019,5.0
909,1,8.0,650000,89000,2,0.0,2014,7.0
910,1,8.0,175000,45000,1,0.0,2010,2.0
911,1,6.0,735000,34000,1,1.0,2018,3.0
912,0,1.0,438199,31281,1,1.0,2018,1.0
913,0,1.0,924599,46312,1,2.0,2019,3.0
914,0,1.0,664099,32989,1,1.0,2018,2.0
915,0,1.0,462299,50599,1,2.0,2018,6.0
916,0,1.0,438499,26127,1,2.0,2016,3.0
917,0,1.0,680999,58118,2,2.0,2016,1.0
918,0,1.0,393199,23534,1,2.0,2019,1.0
919,0,1.0,646799,58978,1,2.0,2018,1.0
920,0,1.0,349999,33103,1,1.0,2014,1.0
921,0,1.0,419599,14600,1,2.0,2018,1.0
922,0,1.0,585099,26049,1,2.0,2016,1.0
923,0,1.0,627799,33895,2,1.0,2018,4.0
924,0,1.0,520799,32893,1,2.0,2017,10.0
925,0,1.0,410199,61717,1,3.0,2013,1.0
926,0,1.0,404399,82334,1,2.0,2017,1.0
927,0,1.0,682799,87381,1,2.0,2017,2.0
929,1,9.0,150000,85000,1,0.0,2008,3.0
932,1,1.0,975000,24200,1,0.0,2019,1.0
934,1,6.0,557699,62000,1,0.0,2015,7.0
935,1,10.0,535000,135000,2,0.0,2012,7.0
936,0,1.0,1045799,34642,1,2.0,2019,4.0
937,0,1.0,410199,154104,1,2.0,2013,1.0
938,0,1.0,297299,61826,1,2.0,2016,1.0
939,0,1.0,980199,44751,2,2.0,2018,5.0
940,0,1.0,794299,5183,1,2.0,2019,3.0
941,0,1.0,411899,136082,2,2.0,2012,1.0
942,0,1.0,557399,5817,1,1.0,2019,1.0
943,0,1.0,896099,99138,2,2.0,2015,2.0
944,0,1.0,637699,27936,1,2.0,2016,3.0
945,0,1.0,254499,39845,1,3.0,2014,1.0
946,0,1.0,457699,15615,1,2.0,2019,1.0
947,0,1.0,361599,53158,1,2.0,2012,3.0
948,0,1.0,675799,16002,1,2.0,2019,1.0
949,0,1.0,389499,31133,1,1.0,2015,1.0
950,0,1.0,625599,20172,1,2.0,2016,1.0
951,0,1.0,686999,69653,1,1.0,2013,10.0
952,1,10.0,425000,75000,1,0.0,2015,1.0
953,1,10.0,350000,132000,2,0.0,2012,6.0
954,1,10.0,560000,84000,2,0.0,2014,14.0
955,1,10.0,250000,147000,1,0.0,2007,1.0
956,1,21.0,90000,61000,1,0.0,2008,2.0
957,1,9.0,200000,56000,1,0.0,2012,2.0
958,1,1.0,325000,108000,2,0.0,2018,7.0
959,1,1.0,620000,55000,2,0.0,2018,2.0
960,0,1.0,519699,26023,1,1.0,2017,10.0
961,0,1.0,324599,19805,1,2.0,2018,1.0
962,0,1.0,340199,41365,1,2.0,2017,1.0
963,0,1.0,693999,90001,2,1.0,2017,4.0
964,0,1.0,310999,45285,1,2.0,2016,2.0
965,0,1.0,722199,42441,1,2.0,2016,1.0
966,0,1.0,485099,24342,1,3.0,2016,1.0
967,0,1.0,614999,14308,1,2.0,2017,1.0
968,0,1.0,1061399,32456,2,2.0,2018,1.0
969,0,1.0,879699,58448,2,1.0,2018,1.0
970,0,1.0,755199,86576,2,2.0,2016,1.0
971,0,1.0,816399,50421,1,2.0,2018,4.0
972,0,1.0,414299,26035,1,2.0,2017,1.0
973,0,1.0,476299,23499,1,2.0,2018,5.0
974,0,1.0,572599,25636,1,2.0,2016,1.0
975,0,1.0,1644799,15023,1,2.0,2019,12.0
976,1,23.0,440000,250,2,0.0,2020,7.0
977,1,1.0,575000,66000,1,0.0,2015,10.0
978,1,1.0,880000,85000,2,0.0,2015,8.0
979,1,1.0,1500000,50000,2,1.0,2020,12.0
980,1,1.0,1000000,12000,1,1.0,2021,2.0
981,1,1.0,86000,56000,1,0.0,2011,25.0
982,1,1.0,89000,53000,1,0.0,2010,1.0
983,1,6.0,90000,28000,1,0.0,2014,5.0
984,0,1.0,352199,22584,1,1.0,2015,1.0
985,0,1.0,566899,22394,1,2.0,2017,1.0
986,0,1.0,650699,93563,2,2.0,2017,1.0
987,0,1.0,413399,10537,1,2.0,2017,1.0
988,0,1.0,645799,81515,2,1.0,2016,4.0
989,0,1.0,1551499,24676,2,2.0,2017,11.0
990,0,1.0,333699,11917,1,2.0,2017,1.0
991,0,1.0,811799,69654,2,2.0,2016,1.0
992,0,1.0,406899,16226,1,2.0,2017,1.0
993,0,1.0,727299,8925,1,2.0,2018,4.0
994,0,1.0,657399,27819,1,2.0,2016,3.0
995,0,1.0,637599,26543,1,2.0,2020,2.0
996,0,1.0,623799,90088,1,2.0,2017,1.0
997,0,1.0,422899,34258,1,2.0,2018,1.0
998,0,1.0,576099,101744,1,2.0,2015,2.0
1000,1,1.0,39000,73000,1,0.0,2007,4.0
1001,1,28.0,475000,38000,2,0.0,2019,2.0
1002,1,13.0,450000,87500,2,0.0,2012,7.0
1003,1,11.0,650000,91000,2,0.0,2014,1.0
1004,1,11.0,326000,76000,2,0.0,2012,1.0
1005,1,11.0,170000,80000,2,0.0,2011,5.0
1006,1,9.0,250000,70000,3,0.0,2013,1.0
1007,1,1.0,88000,85000,1,0.0,2007,1.0
1008,0,1.0,1652199,13636,1,1.0,2019,9.0
1009,0,1.0,1217499,21393,1,2.0,2019,2.0
1010,0,1.0,1198299,76915,2,2.0,2017,2.0
1011,0,1.0,590799,16300,1,2.0,2018,2.0
1012,0,1.0,844999,40106,2,2.0,2019,2.0
1013,0,1.0,328499,66461,1,1.0,2015,6.0
1014,0,1.0,769599,48182,1,2.0,2016,2.0
1015,0,1.0,654299,41816,1,1.0,2017,2.0
1016,0,1.0,395699,73841,1,2.0,2012,2.0
1017,0,1.0,294799,19908,1,3.0,2016,6.0
1018,0,1.0,534499,26226,1,1.0,2018,2.0
1019,0,1.0,681399,43287,1,2.0,2016,1.0
1020,0,1.0,415699,26527,1,2.0,2018,17.0
1021,0,1.0,300199,37801,1,3.0,2017,1.0
1022,0,1.0,856699,54044,2,2.0,2017,1.0
1023,0,1.0,481399,29632,1,2.0,2017,4.0
1024,1,10.0,375000,115000,2,0.0,2009,7.0
1025,1,10.0,525000,13000,1,0.0,2020,1.0
1026,1,9.0,550000,42000,2,0.0,2018,1.0
1027,1,1.0,229000,65000,1,1.0,2014,2.0
1028,1,1.0,275000,60000,1,0.0,2014,1.0
1029,1,27.0,1750000,31000,2,1.0,2017,11.0
1030,1,26.0,1750000,31000,2,1.0,2017,11.0
1031,1,40.0,1750000,31000,2,1.0,2017,11.0
